data_format,development_key,status,year_completed,clue_small_area,clue_block,street_address,property_id,property_id_2,property_id_3,property_id_4,property_id_5,floors_above,resi_dwellings,studio_dwe,one_bdrm_dwe,two_bdrm_dwe,three_bdrm_dwe,student_apartments,student_beds,student_accommodation_units,institutional_accom_beds,hotel_rooms,serviced_apartments,hotels_serviced_apartments,hostel_beds,childcare_places,office_flr,retail_flr,industrial_flr,storage_flr,education_flr,hospital_flr,recreation_flr,publicdispaly_flr,community_flr,car_spaces,bike_spaces,town_planning_application,longitude,latitude,geopoint
Post May 16,X0009803,APPROVED,,Melbourne (CBD),54,"418-420 Bourke Street, Melbourne, 3000",101184,,,,,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,TP-2020-689,144.9613506,-37.81453497,"{'lon': 144.9613506, 'lat': -37.81453497}"
Post May 16,X0007414,APPROVED,,West Melbourne (Residential),402,"503-509 Victoria Street, West Melbourne, 3003",109757,,,,,8,14,0,0,1,13,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,24,18,TP-2019-582,144.9428676,-37.80467688,"{'lon': 144.9428676, 'lat': -37.80467688}"
Post May 16,X0008812,APPROVED,,Docklands,1110,277-321 Footscray Road DOCKLANDS VIC 3008,608589,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,TP-2020-307,144.9404,-37.8118,"{'lon': 144.9404, 'lat': -37.8118}"
Post May 16,X0009217,APPROVED,,West Melbourne (Residential),403,"473-479 Victoria Street, West Melbourne, 3003",109753,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,10,0,TP-2020-504,144.9439091,-37.80486348,"{'lon': 144.9439091, 'lat': -37.80486348}"
Post May 16,X0009211,APPROVED,,North Melbourne,2383,"75 Racecourse Road, North Melbourne, 3051",616895,,,,,12,96,0,52,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,54,215,TP-2020-460,144.9394179,-37.78945476,"{'lon': 144.9394179, 'lat': -37.78945476}"
Post May 16,X0009801,APPROVED,,Carlton,260,"618-630 Elizabeth Street, Melbourne, 3000",103273,,,,,16,0,0,0,0,0,416,740,740,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,148,TP-2020-7/A,144.9589,-37.8037,"{'lon': 144.9589, 'lat': -37.8037}"
Post May 16,X0007607,APPROVED,,Melbourne (CBD),51,640-652 Bourke Street MELBOURNE VIC 3000,101168,,,,,71,857,0,537,275,45,0,0,0,0,0,0,0,0,0,0,647,0,0,0,0,0,320,0,193,387,TPM-2015-26/A,144.9544085,-37.81617703,"{'lon': 144.9544085, 'lat': -37.81617703}"
Post May 16,X0005802,APPROVED,,Melbourne (CBD),16,"7-9 Hosier Lane, Melbourne, 3000",104931,,,,,11,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,TP-2019-36,144.969,-37.8164,"{'lon': 144.969, 'lat': -37.8164}"
Post May 16,X0006201,APPROVED,,North Melbourne,2383,"87-105 Racecourse Road, North Melbourne, 3051",616843,,,,,12,72,0,38,34,0,0,0,0,0,0,110,110,0,0,1825,0,0,0,0,0,1235,0,0,122,166,TP-2019-196,144.9389,-37.7898,"{'lon': 144.9389, 'lat': -37.7898}"
Post May 16,X0005617,APPROVED,,Melbourne (CBD),31,"577-583 Little Collins Street, Melbourne, 3000",105941,,,,,22,4,0,0,0,4,0,0,0,0,0,0,0,0,0,8111,1559,0,0,0,0,0,0,0,11,24,TP-2018-1163,144.9556063,-37.81782616,"{'lon': 144.9556063, 'lat': -37.81782616}"
Post May 16,X0006405,APPROVED,,North Melbourne,377,48-50 Villiers Street NORTH MELBOURNE VIC 3051,109861,,,,,11,0,0,0,0,0,0,0,0,0,75,0,75,0,0,0,0,0,0,0,0,0,0,0,0,4,TP-2016-29/A,144.9535,-37.7995,"{'lon': 144.9535, 'lat': -37.7995}"
Post May 16,X0007422,APPROVED,,North Melbourne,359,341-347 Queensberry Street NORTH MELBOURNE VIC 3051,107886,,,,,9,0,0,0,0,0,0,0,0,0,90,0,90,0,0,0,0,0,0,0,0,0,0,0,0,3,TP-2017-958/A,144.9567,-37.8041,"{'lon': 144.9567, 'lat': -37.8041}"
Post May 16,X0007424,APPROVED,,Southbank,802,"118 City Road, Southbank, 3006",110384,,,,,58,0,0,0,0,0,0,0,0,0,202,120,322,0,100,29006,33530,0,0,0,0,8684,0,0,353,1183,TPMR-2019-24/B,144.9629471,-37.8229282,"{'lon': 144.9629471, 'lat': -37.8229282}"
Post May 16,X001322,APPROVED,,Southbank,802,158-164 City Road SOUTHBANK VIC 3006,110382,,,,,65,722,0,500,222,0,0,0,0,0,0,0,0,0,0,502,1377,0,0,0,0,0,0,0,252,284,TPM-2010-8/A,144.9623445,-37.82337644,"{'lon': 144.9623445, 'lat': -37.82337644}"
Post May 16,X0004808,APPROVED,,Melbourne (CBD),114,96-102 Franklin Street MELBOURNE VIC 3000,104099,,,,,22,72,0,24,48,0,0,0,0,0,0,0,0,0,0,6543,791,0,0,0,0,0,0,0,11,53,TP-2018-429,144.9595186,-37.80804379,"{'lon': 144.9595186, 'lat': -37.80804379}"
Post May 16,X0006408,APPROVED,,West Melbourne (Industrial),1015,"10 Radcliffe Street, West Melbourne, 3003",108120,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,0,0,0,0,0,0,28,9,TP-2019-307,144.9321014,-37.80259465,"{'lon': 144.9321014, 'lat': -37.80259465}"
Post May 16,X0008009,APPROVED,,Southbank,729,64-68 Clarendon Street SOUTHBANK VIC 3006,110490,,,,,32,0,0,0,0,0,0,0,0,0,196,0,196,0,0,0,0,0,0,0,0,0,0,0,0,40,TP-2015-60/A,144.9573,-37.8267,"{'lon': 144.9573, 'lat': -37.8267}"
Post May 16,X0005618,APPROVED,,North Melbourne,360,300-308 Victoria Street NORTH MELBOURNE VIC 3051,109830,,,,,10,0,0,0,0,0,0,0,0,0,119,0,119,0,0,0,237,0,0,0,0,0,0,0,0,25,TP-2018-1168,144.9563893,-37.80563013,"{'lon': 144.9563893, 'lat': -37.80563013}"
Post May 16,X0005002,APPROVED,,North Melbourne,2383,"87-105 Racecourse Road, North Melbourne, 3051",616843,,,,,12,59,0,10,47,2,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,TP-2018-770,144.9389291,-37.78983527,"{'lon': 144.9389291, 'lat': -37.78983527}"
Post May 16,X0002206,APPROVED,,Carlton,257,4-12 Leicester Place CARLTON VIC 3053,105507,,,,,15,0,0,0,0,0,0,0,0,0,0,222,222,0,0,0,0,0,0,0,0,0,0,0,6,50,TP-2017-616,144.9611847,-37.80275817,"{'lon': 144.9611847, 'lat': -37.80275817}"
Post May 16,X0004412,APPROVED,,Melbourne (CBD),64,14-20 Goldie Place MELBOURNE VIC 3000,104376,,,,,13,0,0,0,0,0,0,0,0,0,70,0,70,0,0,0,0,0,0,0,0,0,0,0,0,8,TP-2014-269/A,144.9607316,-37.81328635,"{'lon': 144.9607316, 'lat': -37.81328635}"
Post May 16,X0003805,APPROVED,,Southbank,808,87-89 Queens Bridge Street SOUTHBANK VIC 3006,108049,108048,108047,,,25,123,0,40,65,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ID-2016-6,144.9609935,-37.82460797,"{'lon': 144.9609935, 'lat': -37.82460797}"
Post May 16,X0001617,APPROVED,,Melbourne (Remainder),760,493-495 St Kilda Road MELBOURNE VIC 3004,108641,,,,,20,148,0,19,73,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,172,TPM-2016-29,144.9789046,-37.84293232,"{'lon': 144.9789046, 'lat': -37.84293232}"
Post May 16,X0001644,APPROVED,,Carlton,256,204-208 Queensberry Street CARLTON VIC 3053,108027,108028,,,,15,0,0,0,0,0,136,229,229,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,46,TP-2017-85,144.9621355,-37.8042253,"{'lon': 144.9621355, 'lat': -37.8042253}"
Post May 16,X001235,APPROVED,,North Melbourne,317,36-58 Macaulay Road NORTH MELBOURNE VIC 3051,106337,,,,,13,132,0,24,108,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,176,170,TP-2015-533,144.942986,-37.79861103,"{'lon': 144.942986, 'lat': -37.79861103}"
Post May 16,X001583,APPROVED,,Carlton,255,152-154 Queensberry Street CARLTON VIC 3053,108030,,,,,13,10,0,4,6,0,0,0,0,0,0,64,64,0,0,0,84,0,0,0,0,0,0,0,8,15,TP-2013-736/A,144.9638675,-37.80433097,"{'lon': 144.9638675, 'lat': -37.80433097}"
Post May 16,X001364,APPROVED,,Melbourne (CBD),95,62-64 Little La Trobe Street MELBOURNE VIC 3000,105983,,,,,13,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,12,TP-2015-1050,144.9618907,-37.80940166,"{'lon': 144.9618907, 'lat': -37.80940166}"
Post May 16,X001293,APPROVED,,Southbank,736,93-119 Kavanagh Street SOUTHBANK VIC 3006,706730,110408,,,,56,429,0,169,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,TPM-2015-18,144.9635897,-37.82570384,"{'lon': 144.9635897, 'lat': -37.82570384}"
Post May 16,X0001661,APPROVED,,Melbourne (CBD),105,48-50 A'Beckett Street MELBOURNE VIC 3000,100171,,,,,43,0,0,0,0,0,419,541,541,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,172,TP-2010-925/E,144.9616417,-37.80857169,"{'lon': 144.9616417, 'lat': -37.80857169}"
Post May 16,X0002211,UNDER CONSTRUCTION,,Kensington,512,347-367 Macaulay Road KENSINGTON VIC 3031,106304,,,,,7,56,0,0,23,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,TP-2017-709,144.934782,-37.79523015,"{'lon': 144.934782, 'lat': -37.79523015}"
Post May 16,X0007804,UNDER CONSTRUCTION,,Melbourne (CBD),47,130-134 Little Collins Street MELBOURNE VIC 3000,105966,,,,,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10429,678,0,0,0,0,0,0,0,24,76,TP-2017-826/A,144.9694,-37.8133,"{'lon': 144.9694, 'lat': -37.8133}"
Post May 16,X001172,UNDER CONSTRUCTION,,East Melbourne,644,502-506 Albert Street EAST MELBOURNE VIC 3002,100336,100337,,,,13,66,0,0,30,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,TP-2015-56,144.9740233,-37.80899949,"{'lon': 144.9740233, 'lat': -37.80899949}"
Post May 16,X0010609,UNDER CONSTRUCTION,,North Melbourne,326,"366-422 Abbotsford Street, North Melbourne, 3051",100108,106681,,,,5,28,0,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,TPM-2021-5,144.9468176,-37.79748714,"{'lon': 144.9468176, 'lat': -37.79748714}"
Post May 16,X0010610,UNDER CONSTRUCTION,,North Melbourne,326,"366-422 Abbotsford Street, North Melbourne, 3051",100108,106681,,,,5,18,0,1,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,40,TPM-2021-5,144.9468176,-37.79748714,"{'lon': 144.9468176, 'lat': -37.79748714}"
Post May 16,X0012807,UNDER CONSTRUCTION,,Southbank,809,"132 Kavanagh Street, Southbank, 3006",636830,,,,,43,434,124,232,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,79,175,TPMR-2019-29/A,144.9611176,-37.8260833,"{'lon': 144.9611176, 'lat': -37.8260833}"
Post May 16,X0012406,UNDER CONSTRUCTION,,Melbourne (CBD),71,"Lonsdale Court 600 Lonsdale Street, Melbourne, 3000",105720,,,,,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28889,904,0,0,0,0,0,0,0,69,252,TPMR-2019-20/B,144.9542959,-37.81419965,"{'lon': 144.9542959, 'lat': -37.81419965}"
Post May 16,X0004407,UNDER CONSTRUCTION,,North Melbourne,368,84-88 Leveson Street NORTH MELBOURNE VIC 3051,105631,,,,,4,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,TP-2018-493,144.9518625,-37.80215374,"{'lon': 144.9518625, 'lat': -37.80215374}"
Post May 16,X0007426,UNDER CONSTRUCTION,,Carlton,219,"296 Drummond Street, Carlton, 3053",102725,,,,,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,586,8,8,TP-2019-654,144.9689893,-37.79909605,"{'lon': 144.9689893, 'lat': -37.79909605}"
Post May 16,X0012412,UNDER CONSTRUCTION,,Kensington,2547,"346-350 Macaulay Road, Kensington, 3031",615627,,,,,8,467,72,179,193,23,0,0,0,0,0,0,0,0,0,0,469,0,0,0,0,474,0,0,256,467,TPM-2019-30/A,144.9345432,-37.79422438,"{'lon': 144.9345432, 'lat': -37.79422438}"
Post Oct 22,X0014001,UNDER CONSTRUCTION,,Melbourne (CBD),18,32-44 Flinders Street MELBOURNE VIC 3000,111072,,,,,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25873,444,0,0,0,0,0,0,0,83,260,TPM-2015-1/B,144.9732,-37.8154,"{'lon': 144.9732, 'lat': -37.8154}"
Post Oct 22,X0014002,UNDER CONSTRUCTION,,Melbourne (CBD),18,32-44 Flinders Street MELBOURNE VIC 3000,111072,,,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2678,976,0,0,0,0,0,0,0,0,0,TPM-2015-1/B,144.9732,-37.8154,"{'lon': 144.9732, 'lat': -37.8154}"
Post May 16,X001202,UNDER CONSTRUCTION,,North Melbourne,357,399-405 Queensberry Street NORTH MELBOURNE VIC 3051,107890,,,,,4,12,0,4,6,2,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,8,18,TP-2015-82/A,144.9543147,-37.80378674,"{'lon': 144.9543147, 'lat': -37.80378674}"
Post May 16,X0013401,UNDER CONSTRUCTION,,Southbank,730,334-342 City Road SOUTHBANK VIC 3006,110401,110402,,,,40,394,56,128,198,12,0,0,0,0,0,0,0,0,0,0,487,0,0,0,0,1423,0,0,98,446,TPM-2014-24/C,144.9574,-37.8278,"{'lon': 144.9574, 'lat': -37.8278}"
Post Oct 2022,X0014203,UNDER CONSTRUCTION,,Melbourne (Remainder),720,409-413 St Kilda Road MELBOURNE VIC 3004,108626,,,,,15,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,97,TP-2017-812/B,144.9768612,-37.83736542,"{'lon': 144.9768612, 'lat': -37.83736542}"
Post Oct 2022,X0014704,UNDER CONSTRUCTION,,Melbourne (CBD),44,423-447 Bourke Street MELBOURNE VIC 3000,101151,108109,108110,,,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62400,1523,0,0,0,0,0,0,0,116,554,TPMR-2019-1/C,144.9612,-37.8151,"{'lon': 144.9612, 'lat': -37.8151}"
Post Oct 22,X0014100,UNDER CONSTRUCTION,,Port Melbourne,786,"130-188 Todd Road, Port Melbourne, 3207",692421,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9571,0,0,0,0,0,0,82,0,TP-2022-706,144.9133054,-37.82750775,"{'lon': 144.9133054, 'lat': -37.82750775}"
Post May 16,X0011801,UNDER CONSTRUCTION,,Carlton,245,86-94 Pelham Street CARLTON VIC 3053,107554,,,,,7,36,0,0,20,16,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,0,56,137,TP-2015-742/C,144.9648,-37.8023,"{'lon': 144.9648, 'lat': -37.8023}"
Post May 16,X0009410,UNDER CONSTRUCTION,,East Melbourne,620,"250-260 Albert Street, East Melbourne, 3002",100361,,,,,9,23,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,25,TP-2020-574,144.9825767,-37.80993999,"{'lon': 144.9825767, 'lat': -37.80993999}"
Post Oct 22,X0014017,UNDER CONSTRUCTION,,Southbank,807,84-90 Queens Bridge Street SOUTHBANK VIC 3006,108056,110440,,,,66,372,0,140,161,71,0,0,0,0,181,0,181,0,0,471,199,0,0,0,0,0,0,0,111,153,TPM-2013-30/D,144.9599,-37.825,"{'lon': 144.9599, 'lat': -37.825}"
Post Oct 22,X0013802,UNDER CONSTRUCTION,,East Melbourne,621,364-370 Albert Street EAST MELBOURNE VIC 3002,100355,,,,,9,14,0,0,3,11,0,0,0,0,0,0,0,0,0,1187,53,0,0,0,0,0,0,0,58,39,TP-2019-835/B,144.9789497,-37.80956912,"{'lon': 144.9789497, 'lat': -37.80956912}"
Post May 16,X0012414,UNDER CONSTRUCTION,,North Melbourne,2383,"139-149 Boundary Road, North Melbourne, 3051",616902,,,,,12,276,0,102,169,5,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,234,225,TPM-2020-2/A,144.9392553,-37.79019229,"{'lon': 144.9392553, 'lat': -37.79019229}"
Pre May 16,X000568,COMPLETED,2012,West Melbourne (Residential),411,1-13 Abbotsford Street WEST MELBOURNE VIC 3003,100001,,,,,3,10,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9432805,-37.80791988,"{'lon': 144.9432805, 'lat': -37.80791988}"
Pre May 16,X000557,COMPLETED,2002,West Melbourne (Residential),401,7-21 Anderson Street WEST MELBOURNE VIC 3003,100435,,,,,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9415469,-37.80477682,"{'lon': 144.9415469, 'lat': -37.80477682}"
Pre May 16,X000448,COMPLETED,2015,North Melbourne,314,302-308 Arden Street NORTH MELBOURNE VIC 3051,100509,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064,0,0,0,0,0,0,24,6,0,144.9377236,-37.79925034,"{'lon': 144.9377236, 'lat': -37.79925034}"
Pre May 16,X000458,COMPLETED,2004,North Melbourne,330,162-168 Arden Street NORTH MELBOURNE VIC 3051,100519,,,,,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9462277,-37.80032041,"{'lon': 144.9462277, 'lat': -37.80032041}"
Pre May 16,X000996,COMPLETED,2013,North Melbourne,1012,201 Arden Street NORTH MELBOURNE VIC 3051,100552,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9410467,-37.80029861,"{'lon': 144.9410467, 'lat': -37.80029861}"
Pre May 16,X000955,COMPLETED,2002,Parkville,903,192-198 The Avenue PARKVILLE VIC 3052,100615,,,,,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9578135,-37.78295736,"{'lon': 144.9578135, 'lat': -37.78295736}"
Pre May 16,X000404,COMPLETED,2013,Carlton,260,97-115 Berkeley Street MELBOURNE VIC 3000,101043,,,,,12,0,0,0,0,0,0,188,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9587954,-37.80310281,"{'lon': 144.9587954, 'lat': -37.80310281}"
Pre May 16,X000532,COMPLETED,2003,North Melbourne,375,4-12 Blackwood Street NORTH MELBOURNE VIC 3051,101096,,,,,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,572,0,0,0,0,0,0,0,0,0,0,0,144.9547459,-37.80191511,"{'lon': 144.9547459, 'lat': -37.80191511}"
Pre May 16,X000122,COMPLETED,2010,Melbourne (CBD),48,65-71 Bourke Street MELBOURNE VIC 3000,101114,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191,0,0,0,0,0,0,0,0,0,0,0,144.9714501,-37.81227537,"{'lon': 144.9714501, 'lat': -37.81227537}"
Pre May 16,X000124,COMPLETED,2006,Melbourne (CBD),51,636-638 Bourke Street MELBOURNE VIC 3000,101169,,,,,5,0,0,0,0,0,0,0,0,0,5,45,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9547125,-37.81628199,"{'lon': 144.9547125, 'lat': -37.81628199}"
Pre May 16,X000129,COMPLETED,2015,Melbourne (CBD),52,562-574 Bourke Street MELBOURNE VIC 3000,101173,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14881,560,0,0,0,0,325,0,0,0,341,0,144.9567556,-37.8155088,"{'lon': 144.9567556, 'lat': -37.8155088}"
Pre May 16,X000135,COMPLETED,2010,Melbourne (CBD),55,314-336 Bourke Street MELBOURNE VIC 3000,101194,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9638271,-37.81344774,"{'lon': 144.9638271, 'lat': -37.81344774}"
Pre May 16,X000142,COMPLETED,2009,Melbourne (CBD),57,140 East 134-144 Bourke Street MELBOURNE VIC 3000,101213,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6429,314,0,0,0,0,0,0,0,0,0,0,144.9688374,-37.81202281,"{'lon': 144.9688374, 'lat': -37.81202281}"
Pre May 16,X000411,COMPLETED,2008,Carlton,263,The Bellagio Carlton 63-69 Bouverie Street CARLTON VIC 3053,101242,,,,,8,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,144.9613774,-37.80495785,"{'lon': 144.9613774, 'lat': -37.80495785}"
Pre May 16,X000412,COMPLETED,2012,Carlton,263,71-79 Bouverie Street CARLTON VIC 3053,101243,,,,,8,0,0,0,0,0,88,0,88,0,0,0,0,0,0,40,0,0,0,0,0,180,0,0,0,0,0,144.961409,-37.80478096,"{'lon': 144.961409, 'lat': -37.80478096}"
Pre May 16,X000390,COMPLETED,2003,Carlton,257,117-121 Bouverie Street CARLTON VIC 3053,101245,,,,,4,0,0,0,0,0,39,0,39,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,144.9615731,-37.80376613,"{'lon': 144.9615731, 'lat': -37.80376613}"
Pre May 16,X000367,COMPLETED,2009,Carlton,242,Melbourne University 197-235 Bouverie Street CARLTON VIC 3053,101255,,,,,5,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9616182,-37.80103675,"{'lon': 144.9616182, 'lat': -37.80103675}"
Pre May 16,X000369,COMPLETED,2002,Carlton,245,203-225 Cardigan Street CARLTON VIC 3053,101608,,,,,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9649452,-37.80170813,"{'lon': 144.9649452, 'lat': -37.80170813}"
Pre May 16,X000329,COMPLETED,2011,Carlton,203,437-439 Cardigan Street CARLTON VIC 3053,101629,,,,,2,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9659805,-37.7958311,"{'lon': 144.9659805, 'lat': -37.7958311}"
Pre May 16,X000688,COMPLETED,2009,East Melbourne,615,126-158 Clarendon Street EAST MELBOURNE VIC 3002,102007,,,,,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9841024,-37.812282,"{'lon': 144.9841024, 'lat': -37.812282}"
Pre May 16,X000507,COMPLETED,2012,North Melbourne,361,2-14 Cobden Street NORTH MELBOURNE VIC 3051,102045,,,,,4,0,0,0,0,0,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9574951,-37.80552735,"{'lon': 144.9574951, 'lat': -37.80552735}"
Pre May 16,X000437,COMPLETED,2007,Parkville,271,St Hilda's College 19-27 College Crescent PARKVILLE VIC 3052,102051,,,,,5,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9625605,-37.79262915,"{'lon': 144.9625605, 'lat': -37.79262915}"
Pre May 16,X000438,COMPLETED,2014,Parkville,271,Ormond College 29-55 College Crescent PARKVILLE VIC 3052,102052,,,,,3,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9605351,-37.7930669,"{'lon': 144.9605351, 'lat': -37.7930669}"
Pre May 16,X000439,COMPLETED,2006,Parkville,271,Ormond College 29-55 College Crescent PARKVILLE VIC 3052,102052,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6082,0,0,0,0,0,0,0,0,0,0,0,144.9605351,-37.7930669,"{'lon': 144.9605351, 'lat': -37.7930669}"
Pre May 16,X000057,COMPLETED,2009,Melbourne (CBD),25,241-245 Collins Street MELBOURNE VIC 3000,102081,,,,,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9658297,-37.81606227,"{'lon': 144.9658297, 'lat': -37.81606227}"
Pre May 16,X000059,COMPLETED,2012,Melbourne (CBD),25,287-301 Collins Street MELBOURNE VIC 3000,102087,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174,0,0,0,0,0,0,0,0,0,0,0,144.9644915,-37.81642214,"{'lon': 144.9644915, 'lat': -37.81642214}"
Pre May 16,X000068,COMPLETED,2015,Melbourne (CBD),31,568-580 Collins Street MELBOURNE VIC 3000,102112,,,,,67,588,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,288,0,0,0,0,0,0,0,266,190,0,144.9554242,-37.81836589,"{'lon': 144.9554242, 'lat': -37.81836589}"
Pre May 16,X000076,COMPLETED,2008,Melbourne (CBD),33,454-456 Collins Street MELBOURNE VIC 3000,102122,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2275,0,0,0,0,0,0,0,0,0,0,0,144.9592317,-37.81734734,"{'lon': 144.9592317, 'lat': -37.81734734}"
Pre May 16,X000074,COMPLETED,2012,Melbourne (CBD),33,400-402 Collins Street MELBOURNE VIC 3000,102130,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927,272,0,0,0,0,0,0,0,0,0,0,144.9609385,-37.8168249,"{'lon': 144.9609385, 'lat': -37.8168249}"
Pre May 16,X000603,COMPLETED,2015,West Melbourne (Residential),439,52-54 Dudley Street WEST MELBOURNE VIC 3003,102972,,,,,5,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,144.9534802,-37.80866622,"{'lon': 144.9534802, 'lat': -37.80866622}"
Pre May 16,X000999,COMPLETED,2012,West Melbourne (Industrial),1015,142-150 Dynon Road WEST MELBOURNE VIC 3003,103005,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,0,0,0,0,0,0,0,144.930412,-37.80291641,"{'lon': 144.930412, 'lat': -37.80291641}"
Pre May 16,X000341,COMPLETED,2008,Carlton,208,230-232 Elgin Street CARLTON VIC 3053,103127,,,,,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9665749,-37.79681346,"{'lon': 144.9665749, 'lat': -37.79681346}"
Pre May 16,X000351,COMPLETED,2010,Carlton,215,138-144 Elgin Street CARLTON VIC 3053,103144,,,,,3,0,0,0,0,0,22,0,22,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,144.9698102,-37.7971508,"{'lon': 144.9698102, 'lat': -37.7971508}"
Pre May 16,X000511,COMPLETED,2014,North Melbourne,362,587-589 Elizabeth Street MELBOURNE VIC 3000,103244,,,,,10,55,0,28,27,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,144.9581241,-37.80460726,"{'lon': 144.9581241, 'lat': -37.80460726}"
